id,datum,jahr,ort,vortragstitel,anlass,ga,zyklus
19180212,12.02.1918,1918,Nürnberg,Die Offenbarungen des Unbewußten im Seelenleben vom geisteswissenschaftlichen Standpunkt,,71b,
19180214,14.02.1918,1918,München,"Wachen, Träumen und Schlafen im Erdenleben und nach dem Tode. Der Verkehr mit den Toten. Das verschiedene Verhältnis zu den in jüngeren oder in älteren Jahren Gestorbenen",,174a,
19180215,15.02.1918,1918,München,Das Sinnlich-Übersinnliche in seiner Verwirklichung durch die Kunst,,271,
19180216,16.02.1918,1918,München,Der Mensch als Geist- und Seelenwesen. Forschungen vom Gesichtspunkte der Geisteswissenschaft,,71b,
19180217a,17.02.1918,1918,München,Die geistigen Hintergründe des Daseins. Der Sieg Michaels im Jahre 1879. Die Waage der Zeitereignisse 1844-1879-1914. Der Verkehr mit den Toten,,174a,
19180217b,17.02.1918,1918,München,Das Sinnlich-Übersinnliche in seiner Verwirklichung durch die Kunst,,271,
19180218,18.02.1918,1918,München,Die Offenbarungen aus dem Unbewußten,,71b,
19180219,19.02.1918,1918,München,Über Eurythmie,,277a,
19180221,21.02.1918,1918,Berlin,Goethe als Vater der Geistesforschung,,67,
19180223,23.02.1918,1918,Stuttgart,"Schlafen, Träumen, Wachen und Wollen, Fühlen, Denken. Die Beziehungen zwischen den Lebenden und den Toten. Die Impulse der Toten im geschichtlichen Leben. Die Aufgabe Mitteleuropas",,174b,
19180224,24.02.1918,1918,Stuttgart,Der Kampf Michaels gegen die ahrimanischen Geister der Hindernisse. Das Gesetz der rückläufigen Wiederholung der Ereignisse. 1841-1879-1917. Materialistische und lebendige Begriffe,,174b,
19180225,25.02.1918,1918,Stuttgart,Der Mensch als Geist- und Seelenwesen. Forschungen vom Gesichtspunkte der Geisteswissenschaft,,71b,
19180226a,26.02.1918,1918,Stuttgart,Über die Eurythmie,Einleitende Wort zur Eurythmie-Aufführung,277a,
19180226b,26.02.1918,1918,Stuttgart,Die Offenbarungen des Unbewußten im Seelen leben vom geisteswissenschaftlichen Gesichtspunkte,,71b,
19180228,28.02.1918,1918,Berlin,"Geist, Seele und Leib des Menschen",,67,
19180305,05.03.1918,1918,Berlin,Unsere Toten und die Weltgedanken. Die Verbindung der Lebenden mit den Toten. Wirklichkeitsgemässes Denken,,181,48
19180307,07.03.1918,1918,Berlin,Die Natur und ihre Rätsel im Lichte der Geistesforschung,,67,
19180312,12.03.1918,1918,Berlin,Des Menschen Zusammenhang mit der geistigen Welt. Vom Zusammenhang des Menschen mit der geistigen Welt. Schicksal und Unterbewusstsein,,181,48
19180314,14.03.1918,1918,Berlin,Das geschichliche Leben der Menschheit und seine Rätsel im Lichte der Geistesforschung,,67,
19180319,19.03.1918,1918,Berlin,"Gemeinschaftsgefühl und Dankbarkeitsempfinden: eine Brücke zu den Toten. Gemeinsamkeitsgefühl und Dankbarkeitsempfinden, eine Brücke zu den Toten",,181,48
19180321,21.03.1918,1918,Berlin,Die Offenbarungen des Unbewussten vom geisteswissenschaftlichen Gesichtspunkt,,67,
19180326,26.03.1918,1918,Berlin,Vertrauen zum Leben und seelische Verjüngung: eine Brücke zu den Toten,,181,48
19180328,28.03.1918,1918,Berlin,Das Leben in der Kunst und die Kunst im Leben vom geisteswissenschaftlichen Gesichtspunkte,,71b,
19180330,30.03.1918,1918,Berlin,Die Völkerseelen und das Mysterium von Golgatha,,181,49
19180401,01.04.1918,1918,Berlin,Die Relativität der Erkenntnis und geistige Kosmologie,,181,49
19180402,02.04.1918,1918,Berlin,Gedanken über das Leben zwischen Tod und neuer Geburt,,181,49
19180409,09.04.1918,1918,Berlin,Das Ewige und das Unvergängliche,,181,49
19180415,15.04.1918,1918,Berlin,Menschenwelt und Tierwelt nach Ursprung und Entwicklung dargestellt im Lichte der Geisteswissenschaft,,67,
19180416,16.04.1918,1918,Berlin,Gedanken über Leben und Tod,,181,49
19180418,18.04.1918,1918,Berlin,Der übersinnliche Mensch nach den Ergebnissen geisteswissenschaftlicher Forschung,,67,
19180420,20.04.1918,1918,Berlin,Die Fragen der menschlichen Willensfreiheit und der Unsterblichkeit im Lichte der Geisteswissenschaft,,67,
19180423,23.04.1918,1918,Stuttgart,"Das Leben zwischen Tod und neuer Geburt in Imaginationen, Inspirationen und Intuitionen. Luziferische und ahrimanische Impulse in Vergangenheit und Gegenwart",,174b,
19180424,24.04.1918,1918,Stuttgart,Der übersinnliche Mensch und die Fragen der Willensfreiheit und Unsterblichkeit nach Ergebnissen der Geisteswissenschaft,,71b,
19180425,25.04.1918,1918,Stuttgart,Die Rätsel des geschichtlichen Lebens der Menschheit nach Ergebnissen der Geisteswissenschaft,,71b,
19180426,26.04.1918,1918,Stuttgart,Das Jüngerwerden der Menschheit. Richtiges Altwerden des einzelnen Menschen. Die Stimmung des erwartungsvollen Lebens als Erziehungsimpuls,,174b,
19180429,29.04.1918,1918,Heidenheim,"Die Umwandlung des Menschen durch die Geisteswissenschaft in bezug auf Vorstellen, Fühlen und Wollen. Die Wechselbeziehung zwischen Kopf und Herz. Mensch und Welt",,182,
19180430,30.04.1918,1918,Ulm,"Die heutige Menschheit in der Sackgasse. Das Verhältnis des gegenwärtigen Menschen zum Göttlichen. Mitteleuropa zwischen Ost und West. Die Toten als Berater der Lebenden. Zeichen der Zeit. Osten, Westen, Mitteleuropa",Einweihung des Zweiges,182,
19180501,01.05.1918,1918,München,Der übersinnliche Mensch und die Fragen der Willensfreiheit und Seelenunsterblichkeit nach Ergebnissen der Geisteswissenschaft,,71b,
19180502,02.05.1918,1918,München,Das Verhältnis des modernen Menschen zum Göttlichen. Rechtes Altwerden. Die notwendige Entzauberung des Geistigen im Menschen. Völkerseelen und Volksgeister,,174a,
19180503,03.05.1918,1918,München,Der Mensch und das geschichtliche und moralische Leben der Menschheit nach Ergebnissen der Geisteswissenschaft,,71b,
19180504,04.05.1918,1918,München,"Ahrimanische Tendenzen in der gegenwärtigen Zeitentwicklung. Beschränktheit des Denkens, Engherzigkeit des Fühlens, Ungeschicklichkeit des Wollens",,174a,
19180505,05.05.1918,1918,München,Die Quellen der Künstlerphantasie und die Quellen der übersinnlichen Erkenntnis I. Die Quellen der künstlerischen Phantasie und die Quellen der übersinnlichen Erkenntnis,,271,
19180506,06.05.1918,1918,München,Die Quellen der Künstlerphantasie und die Quellen der übersinnlichen Erkenntnis II. Die Quellen der künstlerischen Phantasie und die Quellen der übersinnlichen Erkenntnis,,271,
19180511,11.05.1918,1918,Leipzig,Der übersinnliche Mensch und die Fragen der Willensfreiheit und Seelenunsterblichkeit,,71b,
19180512,12.05.1918,1918,Leipzig,Der Verkehr mit den Toten. Das Hereinwirken der Toten in die physische Welt. Kopf und Herz. Luziferische und ahrimanische Einflüsse in Vergangenheit und Gegenwart,,,
19180514,14.05.1918,1918,Berlin,"Geisteswissenschaft, Lebenspraxis und Seelenbestimmungen",,181,49
19180521,21.05.1918,1918,Berlin,Pfingstvortag,,181,49
19180526,26.05.1918,1918,Wien,,,,
19180527,27.05.1918,1918,Wien,Wie kann man wissenschaftlich das übersinnliche Leben und Wesen der Menschenseele erkennen? Ergebnisse geistiger Wirklichkeitsforschung,,71b,
19180528,28.05.1918,1918,Wien,Aphoristische Bemerkungen über die Beziehung der Anthroposophie zur Wissenschaft,,,
19180529,29.05.1918,1918,Wien,Das geschichtliche Leben der Menschheit im Lichte übersinnlicher Wirklichkeitsforschung,,71b,
19180530,30.05.1918,1918,Wien,,,,
19180601,01.06.1918,1918,Wien,Das Sinnlich-Übersinnliche. Geistige Erkenntnis und künstlerisches Schaffen,,271,
19180602,02.06.1918,1918,Wien,"Das Prinzip der Eurythmie, und wie sie entstanden ist",Einleitende Worte zur Eurythmie-Aufführung,277,
19180609,09.06.1918,1918,Tannbach b.Gutau,,Esoterische Stunde,266/3,
19180612,12.06.1918,1918,Prag,Goethes persönliches Verhältnis zu seinem «Faust»,,273,
19180614,14.06.1918,1918,Prag,Wie kann man das übersinnliche Leben und Wesen der Menschenseele erkennen?,,71b,
19180625,25.06.1918,1918,Berlin,Bewußtseinszustände,,181,50
19180628,28.06.1918,1918,Berlin,Der Urcharakter des Künstlerischen,Einleitende Worte zur Eurythmie-Aufführung,277,
19180630a,30.06.1918,1918,Hamburg,Mitteleuropa zwischen West und Ost. Spiritueller Goetheanismus,Schlußwort zum Vortrag von Frl. M. Scholl,,
19180630b,30.06.1918,1918,Hamburg,Das Verhältnis der Lebenden zu den Toten. Das Altwerden als Hoffnung und Erwartung des einzelnen Menschen. Das Walten des Unterbewußten. Geisteswissenschaft und Geschichtsbetrachtung. Das Sich-Aufbäumen des Menschen gegen den Geist,,182,
19180701,01.07.1918,1918,Hamburg,Die wissenschaftliche Erkenntnis des Übersinnlichen und die wahre Wirklichkeit des menschlichen Lebens,,71b,
19180703,03.07.1918,1918,Berlin,Der Dornacher Bau Vortrag,,181,50
19180709,09.07.1918,1918,Berlin,Osten und Westen,,181,50
19180716,16.07.1918,1918,Berlin,Geschichte und wiederholte Erdenleben,,181,50
19180723,23.07.1918,1918,Berlin,Menschenwesen und Menschenentwicklung,,181,50
19180730,30.07.1918,1918,Berlin,Zeitprobleme I,,181,50
19180806,06.08.1918,1918,Berlin,Zeitprobleme II,,181,50
19180817,17.08.1918,1918,Dornach,"Die Vernachlässigung der Geistessubstanz der Menschheit als Ursache der gegenwärtigen Weltlage. Borniertes Denken, engherziges Fühlen, ungeschicktes Wollen. Die drei Grundübel der gegenwärtigen Menschheitskultur: Borniertheit, Philistrosität und Ungeschicklichkeit",,183,
19180818,18.08.1918,1918,Dornach,Die menschliche Seele in ihrem Verhältnis zur Welt und zu sich selbst. Der Mensch als nach innen und nach außen begrenztes Wesen. Erinnerung und Liebefähigkeit. Die Aura des Menschen. Erinnerung und Liebe,,183,
19180819,19.08.1918,1918,Dornach,"Die Grenzen der Erinnerung und der Liebefähigkeit im Menschen. Das östliche Ideal der Vergeistigung der Menschenseelen und das westliche Ideal der Dämonisierung der Menschen. Die Ziele der Eingeweihten des Ostens, des Westens und des Jesuitismus. Ahrimanische Dämonisierung der Menschheit durch die Technik",,183,
19180820,20.08.1918,1918,Dornach,"Leseprobe für einer Auführung der ""Klassischen Walpurgisnacht"" aus Goethes ""Faust""",,"277,85",
19180823,23.08.1918,1918,Dornach,"Leseprobe (Fortsetzung) für einer Auführung der ""Klassischen Walpurgisnacht"" aus Goethes ""Faust""",,"277,85",
19180824,24.08.1918,1918,Dornach,Das dreifache Sonnenmysterium und das Christusmysterium. Das Wirken der römischen Kirche. Heutiges Denken. Natur und Weltbetrachtung. Der dreifache Mensch. Das dreifache Sonnenmysterium der alten Zeit. Das Geheimnis des Christus Jesus und das Mysterium vom dreifachen Menschen,,183,
19180825a,25.08.1918,1918,Dornach,Goethes «Faust»: Prolog im Himmel. Die Erneuerung der alten Tempel-Tanzkunst durch die neue Raumbewegungskunst,Einleitende Worte zur Eurythmie-Aufführung. Besuch des holländischen Prinzgemahls,277,
19180825b,25.08.1918,1918,Dornach,"Der dreigeteilte Mensch: Kopf-, Brust- und Gliedmaßenmensch. Sein Verhältnis zur vorigen und zur nächsten Inkarnation. Die zwölf Sinne. Erfassung des sozialen Lebens. Das Wesen des dreigeteilten Menschen. Die zwölf Sinne. Der Sozialismus. Apollonius von Tyana",,183,
19180826,26.08.1918,1918,Dornach,Die Mysterienanschauung von der dreifachen Sonne. Das geistig-seelische Leben des Menschen. Kopf- und Extremitätenmensch. Der Mensch und die Hierarchien. Die menschliche Seele im Verhältnis zur Seelenwelt. Die Gliedmassen als Gedanken der höheren Hierarchien. Das Verlorengehen der Geist-Erkenntnis der alten Mysterien.,,183,
19180831,31.08.1918,1918,Dornach,Der Zwiespalt zwischen dem naturalistischen Anschauen der Welt und dem moralischen Idealismus. Moderne Sprachentstehungstheorien. Die Toten und die Sprache. Die Kluft zwischen Idealismus und Realismus. Die Bildung der Sprache aus der kosmischen Vernunft,,183,
19180901a,01.09.1918,1918,Dornach,Vorstandssitzung Goetheanumbauverein,Vorstandssitzung Goetheanumbauverein,252,
19180901b,01.09.1918,1918,Dornach,Devolution und Evolution am Ende des dritten Kulturzeitraums. Pythagoras. Die Wesensglieder der Menschennatur im Leben zwischen Tod und neuer Geburt. Die pythagoräische Schule und die Lügenhaftigkeit der damaligen Welt. Das Zerstäuben von Worten nach dem Tode. Die Wesensglieder des Toten.,,183,
19180902,02.09.1918,1918,Dornach,Die Bedeutung der Geisteswissenschaft für das nachtodliche Leben. Raum und Zeit. Das Wirken Ahrimans und Luzifers. Der dreifache Mensch. Idealismus und Realismus. Zeit und Raum. Die Perspektivität der Zeit. Das Hereinwirken von Ahriman und Luzifer in den Menschen,,183,
19180906,06.09.1918,1918,Dornach,Der Übergang vom vierten zum fünften Zeitraum. Das Weltanschauungsleben des Augustinus. Auguste Comte. Schelling,,184,
19180907,07.09.1918,1918,Dornach,"Das Hereinwirken der Hierarchien in das menschliche Schlafesleben. Lebenstäuschung in vorchristlicher, Bewußtseinstäuschung in nachchristlicher Zeit. Goetheanismus, Comteanismus und Benthamismus",,184,
19180908,08.09.1918,1918,Dornach,Das Wirken der Hierarchien im Menschen in Schlafen und Wachen. Das Hereinwirken der Hierarchien in das Geschichts leben. Die achte Sphäre,,184,
19180913,13.09.1918,1918,Dornach,Der Weltanschauungsdualismus der Gegenwart. Das Herein spielen des Kosmischen in die Menschenseele. Ahriman und Luzifer. Überbrückung des Dualismus durch Geisteswissenschaft,,184,
19180914,14.09.1918,1918,Dornach,Wirklichkeitsgemäße. Betrachtung des Lebens zwischen Geburt und Tod. Jugend und Alter des Menschen. Die Einseitigkeit der Mystik und der Naturwissenschaft,,184,
19180915,15.09.1918,1918,Dornach,"Der Entwicklungsbegriff und das geistig-seelische Leben des Menschen. Denken, Fühlen, Wollen. Die kosmische Orientierung des Menschen im Tierkreis. Die Vorbereitung für das Leben nach dem Tod",,184,
19180920a,20.09.1918,1918,Dornach,Gedenkworte anläßlich des Todes von Frau Marie Hahn,,261,
19180920b,20.09.1918,1918,Dornach,Altes und neues Erleben des Raumes und der Zeit,Gedenken der Grundsteinlegung des Baues,184,
19180921,21.09.1918,1918,Dornach,Das Darinnenstehen des Menschen im Reich der Vergänglichkeit und im Reich der Dauer. Ahriman und Luzifer,,184,
19180922a,22.09.1918,1918,Reinach,Rede am Grabe von Frau Hahn,Rede am Grabe von Frau Hahn,261,
19180922b,22.09.1918,1918,Dornach,Der Einfluß Luzifers und Ahrimans auf die untere Natur und die Kopfnatur des Menschen. Katholizismus und Freimaurertum,,184,
19180927,27.09.1918,1918,Dornach,Geisteswissenschaftliche Betrachtungen in Anknüpfung an die «Klassische Walpurgisnacht» in Goethes «Faust»,,273,
19180928,28.09.1918,1918,Dornach,"Drei Bewußtseinsschichten: Traum, Tagwachen, übersinnliche Erkenntnis. Ihre Darstellung in der «Klassischen Walpurgisnacht» des Goetheschen «Faust». Goethes Weltanschauung",Fortsetzung des Vortrags vom 27. September 1918,273,
19180929,29.09.1918,1918,Dornach,Goethes Geistes- und Seelenleben. Seine geistgemäße Naturbetrachtung und Weltanschauung. Unterbewußte Furcht vor dem Geistigen und Interesselosigkeit der führenden Menschen der Gegenwart. Das Seelenleben Goethes vom geisteswissenschaftlichen Standpunkte,,273,
19181004,04.10.1918,1918,Dornach,Das Wirken der Hierarchien im Menschen. Der Einfluß der luziferischen und ahrimanischen Mächte,,184,
19181005,05.10.1918,1918,Dornach,Der Einfluss Luzifers und Ahrimans in der geschichtlichen Entwicklung der Menschheit. Christus und die Jünger. Das wahre Verstehen des Christusimpulses,,184,
19181006,06.10.1918,1918,Dornach,Das Verhältnis der Menschen zum Mysterium von Golgatha. Tertullian. Tod und Vererbung in der vorchristlichen Weltanschauung und ihre Metamorphose nach dem Mysterium von Golgatha,,184,
19181008,08.10.1918,1918,Zürich,Ist eine übersinnliche Erkenntnisweise wissenschaftlich zu begründen?,,73,
19181009,09.10.1918,1918,Zürich,Was tut der Engel in unserem Astralleib?,,,
19181010,10.10.1918,1918,Zürich,Der geisteswissenschaftliche Aufbau der Seelenforschung von deren Grundlage bis zu den lebenswichtigen Grenzfragen des Menschendaseins,,73,
19181011,11.10.1918,1918,Dornach,Die Probleme des naturwissenschaftlichen Denkens. Naturwissenschaftliche Vorstellungen als moderne Gespenster. Das Jahr 666,,184,
19181012,12.10.1918,1918,Dornach,Die Aufgaben des Zeitalters der Bewußtseinsseele. Die Akademie von Gondischapur. Christliche Scholastik und Arabismus. Gespenstisches Naturwissen und zukünftige Geisterkenntnis,,184,
19181013,13.10.1918,1918,Dornach,Die Akademie von Gondischapur. Das Jahr 666. Die Intentionen des Augustus und der Christusimpuls. Mißverstandener Sakramentalismus in der Gegenwart,,184,
19181015,15.10.1918,1918,Zürich,"Naturerkenntnis, Sozialwissenschaft und religiöses Leben im Lichte geisteswissenschaftlicher Anschauungen",,73,
19181016,16.10.1918,1918,Zürich,Die Menschheitssituation zur Zeit des Mysteriums von Golgatha. Tertullian. Das Jahr 666. Die Impulse von Gondischapur. Das Wiederfinden des Christus. Wie finde ich den Christus?,,182,
19181017,17.10.1918,1918,Zürich,Die Geschichte der Neuzeit im Lichte geistes wissenschaftlicher Forschung,,73,
19181018,18.10.1918,1918,Dornach,Geschichte als Symptomatologie. Die neuere Geschichtsentwicklung. Der Umschwung im 15. Jahrhundert. Das Aufkeimen des Bewußtseinsseelenimpulses in Frankreich und England. Das Heraufkommen des Bewusstsein-Impulses,,185,
19181019,19.10.1918,1918,Dornach,Geschichte der neueren Zeit. Jakob 1. von England. Die Französische Revolution. Gegenströmungen der Bewußtseinsseelenentwicklung. Liberalismus und Sozialismus. Zur Symptomatologie der neueren Zeit,,185,
19181020,20.10.1918,1918,Dornach,Die Bedeutung der naturwissenschaftlichen Denkweise als geschichtliches Symptom. Die moderne mechanische Kultur als Vorbedingung der Entwicklung der Bewußtseinsseele. Charakteristische Seiten neuzeitlicher Geschichtssymptome,,185,
19181025,25.10.1918,1918,Dornach,Die Impulse des Bewußtseinsseelenzeitalters. Die russische Revolution von 1917. Proletariat und Bürgertum. Die soziale Frage. Das Mysterium des Bösen. Die historische Bedeutung der naturwissenschaftlichen Denkweise als Symptom,,185,
19181026,26.10.1918,1918,Dornach,Die Bedeutung des Mysteriums des Bösen für das Zeitalter der Bewußtseinsseele. Die Notwendigkeit eines wachsenden Interesses von Mensch zu Mensch. Das übersinnliche Element in der Geschichtsbetrachtung,,185,
19181027,27.10.1918,1918,Dornach,"Episodische Betrachtung, ausgehend von der vor 25 Jahren sich ergebenden Notwendigkeit, aus den Impulsen der Zeit her aus die «Philosophie der Freiheit» zu schreiben. Episodische Betrachtung zum Erscheinen der neuen Auflage der ""Philosophie der Freiheit""",,185,
19181030,30.10.1918,1918,Basel,Das Wesen der Menschenseele und die Natur des Menschenleibes in geisteswissenschaftlicher Beleuchtung,,72,
19181031,31.10.1918,1918,Basel,Rechtfertigung der übersinnlichen Erkenntnis durch die Naturwissenschaft,,72,
19181101,01.11.1918 evtl. 3.11.1918,1918,Dornach,,Generalversammlung der Treuhandgesellschaft des Goetheanum,252,
19181101a,01.11.1918,1918,Dornach,Wortmeldung zur 1. außerordentlichen Generalversammlung des JohannesBau-Vereins,1. außerordentlichen Generalversammlung des JohannesBau-Vereins,252,
19181101b,01.11.1918,1918,Dornach,"Die besonderen Verhältnisse in Österreich in der Mitte des 19. Jahrhunderts. Der Goetheanismus als Vorbereiter der Geisteswissenschaft. Episodische Betrachtungen anlässlich der neuen Auflage von ""Goethes Weltanschauung""",,185,
19181102,02.11.1918,1918,Dornach,Die Evolution der religiösen Impulse der Menschheit im fünften nachatlantischen Zeitraum. Metamorphosen des Christusimpulses. Jesuitismus und Goetheanismus. Religionsgeschichtliche Impulse des fünften nachatlantischen Zeitraums,,185,
19181103a,03.11.1918,1918,Dornach,Wortmeldung zur 6. ordentliche Generalversammlung des Johannesbau-Verein,6. ordentliche Generalversammlung des Vereins des Goetheanum (vorher : Johannesbau-Verein),252,
19181103b,03.11.1918,1918,Dornach,Ansprache zur 6. Generalversammlung des Johannesbau-Verein,6. ordentliche Generalversammlung des Vereins des Goetheanum (vorher : Johannesbau-Verein),252,
19181103c,03.11.1918,1918,Dornach,"Die religiöse Entwicklung in Europa. Christus-Volk im Osten, Kirchen-Volk in der Mitte, Logen-Volk im Westen Europas. Individualismus und Sozialismus. Der Zusammenhang tieferer europäischer Impulse mit den Impulsen der Gegenwart",,185,
19181108,08.11.1918,1918,Basel,"Sittliches, soziales und religiöses Leben im Lichte einer übersinnlichen Welterkenntnis",,71b,
19181109,09.11.1918,1918,Dornach,Episodische Betrachtungen über die geschichtlichen Ursachen der katastrophalen Ereignisse der Gegenwart,,185a,
19181110,10.11.1918,1918,Dornach,"Unterlagen zur Beurteilung der gegenwärtigen Zeitverhältnisse. Über Unternehmergewinn, Rente, Lohn",,185a,
19181115,15.11.1918,1918,Dornach,"Die Bedeutung der drei Klassen: des Adels, des Bürgertums und des Proletariats",,185a,
19181116,16.11.1918,1918,Dornach,"Die ""Schuld"" am Kriege. Karl Marx, Persönlichkeit und Werk. Die Aufgabe des Goetheanismus in der Welt",,185a,
19181117,17.11.1918,1918,Dornach,"Die Dreigliederung des Menschen und des sozialen Organismus. Die drei Glieder der Lehr von Karl Marx: Mehrwertstheorie, materialistische Geschichtsauffassung und Klassenkampf. Die drei Seelenglieder des Menschen und ihre Ausbildung in den Völkern Europas",,185a,
19181122,22.11.1918,1918,Dornach,Die Ausbildung der marxistischen Lehre zur proletarischen Weltanschauung. Der wirtschaftliche Kampf des Westens gegen die Welle des Blutes von Osten,,185a,
19181123,23.11.1918,1918,Dornach,Die Notwendigkeit einer Urteilsbildung auf Grund der Tatsachen,,185a,
19181124,24.11.1918,1918,Dornach,Vom notwendigen Gebrauch des gesunden Menschenverstandes. Die aus den Geheimnissen der Schwelle folgende Dreigliederung des sozialen Organismus als geschichtliche Notwendigkeit,,185a,
19181129,29.11.1918,1918,Dornach,Der Osten und der Westen in geistiger Betrachtung,,186,
19181130,30.11.1918,1918,Dornach,"Von der Gegenwart, aus der Gegenwart",,186,
19181201,01.12.1918,1918,Dornach,"Der mechanische, eugenetische und hygienische Gesichtspunkt der Zukunft",,186,
19181206,06.12.1918,1918,Dornach,Soziale und antisoziale Impulse,,186,
19181207,07.12.1918,1918,Darnach,Gespenster des Alten Testaments im Nationalismus der Gegenwart,,186,
19181208,08.12.1918,1918,Dornach,Die Veranlagungen der Erdennationen,,186,
19181209,09.12.1918,1918,Bern,Rechtfertigung der Seelenwissenschaft im Sinne der Anthroposophie,,72,
19181211,11.12.1918,1918,Bern,"Sittliches, soziales und religiöses Leben vom Gesichtspunkte der Anthroposophie",,72,
19181212,12.12.1918,1918,Bern,"Die soziale Frage. Das Wirken sozialer und antisozialer Triebe im Menschen. Die dreigliedrige Differenzierung der Menschen über die Erde hin. Westen, Mitte, Osten",,186,
19181213,13.12.1918,1918,Dornach,Die Umwandlung instinktiver Impulse in bewußte Impulse.Merkantilisten und Physiokraten,,186,
19181214,14.12.1918,1918,Dornach,Wirklichkeitslogik und Begriffslogik,,186,
19181215,15.12.1918,1918,Dornach,Die Metamorphosen der Intelligenz,,186,
19181220,20.12.1918,1918,Dornach,Die neue Geistesoffenbarung,,186,
19181221,21.12.1918,1918,Dornach,Verstehet einander!,,186,
19181222,22.12.1918,1918,Basel,Der Weihnachts- und der Ostergedanke als Hinweis auf Geburt und Tod. Das Mysterium des Kindes. Die Notwendigkeit der Aufnahme des Christus in die Seelen der Menschen,Weihnachtsfeier,187,
19181224,24.12.1918,1918,Dornach,"Der Weihnachtsgedanke. Das Heraussprossen des Christentums aus der Exoterik und Esoterik des Judentums. Der Ostergedanke. Christentum, Griechen- und Römertum",,187,
19181225a,25.12.1918,1918,Dornach,Einleitende Worte zur eurythmischen Aufführung von Szenen aus Goethes «Faust»: Klassische Walpurgisnacht,,,
19181225b,25.12.1918,1918,Dornach,"Das Wirken der Impulse der Gleichheit, Freiheit und Brüderlichkeit im menschlichen Lebenslauf. Die Entwicklung des Christentums",,187,
19181227,27.12.1918,1918,Dornach,Die Entwicklung des Christentums aus dem Mysterienwesen der vorchristlichen Zeit. Die ägyptisch- chaldäische Königseinweihung. Die neue Initiation und ihre Stufen,,187,
19181228,28.12.1918,1918,Dornach,Die Umwandlung der menschlichen Seelenverfassung von der christlichen Zeit bis zur Gegenwart im Zusammenhang mit der Ablösung der Geister der Form durch die Geister der Persönlichkeit,,187,
19181229,29.12.1918,1918,Dornach,Die Entwicklung des Christusbegriffes von der Zeit der Gnosis bis zur Gegenwart. Der Umschwung im 15. Jahrhundert. Die Initiation des Brunetto Latini,,187,
19181231,31.12.1918,1918,Dornach,Die verschiedene Geschwindigkeit des Ablaufs des ätherischen Lebens und der Gedanken im Menschen und in der Natur,Rückblick am Jahreswendepunkt,187,
19190101,01.01.1919,1919,Dornach,Das Hereinbrechen einer neuen Welle geistigen Lebens im Zusammenhang mit dem Aufstieg der Geister der Persönlichkeit. Die Gegenwirkung Ahrimans. Die Weltlage,,187,
19190103,03.01.1919,1919,Dornach,Die moderne Völkerwanderung von unten nach oben. Der Unterschied zwischen Mensch und Tier. Die Gefahr der Vertierung der Menschheit. Die Antwort der Geisteswissenschaft auf die wichtigsten Fragen der Zeit,,188,
19190104,04.01.1919,1919,Dornach,Die Anthroposophie und die katholische Anschauung von der Verwerfung des Strebens nach Erlangung übersinnlicher Fähigkeiten. Johannes vom Kreuz und seine Lehre. Die Stellung des Menschen im Zeitalter der Bewusstseinsseele. Johannes vom Kreuz über die Beschauung und der moderne Weg zur Geist-Erkenntnis,,188,
19190105,05.01.1919,1919,Dornach,"Die Neuorientierung des Menschen in seinem Verhältnis zur Natur und zu sich selbst. Die Notwendigkeit für die gegenwärtige Menschheit, sich der geistigen Welt zuzuwenden. Das Entscheidende der Gegenwärtigen Epoche",,188,
19190110,10.01.1919,1919,Dornach,Die Erfahrungen des Menschen beim Eindringen in die geistige Welt. Die sozialen Forderungen der Gegenwart und nächsten Zukunft. Die Lösung der sozialen Frage. Das Verhältnis des Seelisch- Geistigen zum Physisch-Leiblichen,,188,
19190111,11.01.1919,1919,Dornach,"Die Bedeutung des Mysteriums von Golgatha für das Welt geschehen bis in die neueste Zeit. Heidentum, Judentum und Christentum. Die Durchgeistigung der neueren Geschichte. Goethes ""Märchen""",,188,
19190112a,12.01.1919,1919,Dornach,Die Offenbarungen des Christusimpulses im Verlaufe der Menschheitsentwicklung. Der Goetheanismus. Mitteleuropa und die Peripheriemächte. Goethes Weg vom Heidentum zum Christentum. Goetheanismus als Erwartungsstimmung,,188,
19190112b,12.01.1919,1919,Dornach,Besprechung des Falles Englert. Mitgliederversammlung Bauverein,,,
19190114,14.01.1919,1919,Arlesheim,Rede am Grab von Frau Leyh,Rede am Grab von Frau Leyh,261,
19190116,16.01.1919,1919,Dornach,Einleitende Worte zur Aufführung der Szene «Ägäisches Meer» aus «Faust» II. Teil vor Gästen (deutschen Internierten),,85,
19190117,17.01.1919,1919,Dornach,Die Schlußszene des II. Aktes im zweiten Teil des «Faust». Homunkulus. Die Gestalten der griechischen Dämonenwelt als Imaginationsbilder des Faust. Die samothrakischen Kabiren- Mysterien. Das Geheimnis der Menschwerdung,"nach einer Darstellung der ""Klassischen Walpurgisnacht""",273,
19190118,18.01.1919,1919,Dornach,Die in die Schlußszene der «Klassischen Walpurgisnacht» von Goethe hineingeheimnißte Weisheit. Die Homunkulus-Idee. Das Meeresfest. Die Kabiren. Proteus. Das Wirklichkeitsschauen in den griechischen Mythen,"nach einer Darstellung der ""Klassischen Walpurgisnacht""",273,
19190119a,19.01.1919,1919,Dornach,"Ansprache vor der klassischen Walpurgisnacht, Faust",,85,
